id,surahs,ayahs,ayahs-translation,clean_translation,theme,emotion,sentiment
73,2,66,"So We made it an example to their own time and to their posterity, and a lesson to those who fear Allah.",so we made it an example to their own time and to their posterity and a lesson to those who fear allah,Moral and Righteous Living,"Courage, Fear, Empaty, Trust",Positive
74,2,67,"And remember Moses said to his people: ""Allah commands that ye sacrifice a heifer."" They said: ""Makest thou a laughing-stock of us?"" He said: ""Allah save me from being an ignorant (fool)!""",and remember moses said to his people allah commands that ye sacrifice a heifer they said makest thou a laughingstock of us he said allah save me from being an ignorant fool,"Worship and Obedience, Good vs Evil (Accountability), Prophets and Revelation, Tawhid (Oneness of God)","Humiliation, Shame, Contempt, Courage, Distress, Hostility, Remorse",Negative
75,2,68,"They said: ""Beseech on our behalf Thy Lord to make plain to us what (heifer) it is!"" He said; ""He says: The heifer should be neither too old nor too young, but of middling age. Now do what ye are commanded!""",they said beseech on our behalf thy lord to make plain to us what heifer it is he said he says the heifer should be neither too old nor too young but of middling age now do what ye are commanded,"Worship and Obedience, Moral and Righteous Living, Justice and Social Fairness","Anxiousness, Trust, Empaty, Courage, Distress, Awe, Grace",Neutral
76,2,69,"They said: ""Beseech on our behalf Thy Lord to make plain to us Her colour."" He said: ""He says: A fawn-coloured heifer, pure and rich in tone, the admiration of beholders!""",they said beseech on our behalf thy lord to make plain to us her colour he said he says a fawncoloured heifer pure and rich in tone the admiration of beholders,"Worship and Obedience, Tawhid (Oneness of God), Moral and Righteous Living","Awe, Envy, Trust, Affection, Courage, Empaty, Ecstacy, Grace, Wonder, Anxiousness",Positive
77,2,70,"They said: ""Beseech on our behalf Thy Lord to make plain to us what she is: To us are all heifers alike: We wish indeed for guidance, if Allah wills.""",they said beseech on our behalf thy lord to make plain to us what she is to us are all heifers alike we wish indeed for guidance if allah wills,"Tawhid (Oneness of God), Worship and Obedience, Moral and Righteous Living","Awe, Empaty, Trust, Distress",Positive
78,2,71,"He said: ""He says: A heifer not trained to till the soil or water the fields; sound and without blemish."" They said: ""Now hast thou brought the truth."" Then they offered her in sacrifice, but not with good-will.",he said he says a heifer not trained to till the soil or water the fields sound and without blemish they said now hast thou brought the truth then they offered her in sacrifice but not with goodwill,Good vs Evil (Accountability),"Hostility, Contempt, Courage, Anguish",Negative
79,2,72,Remember ye slew a man and fell into a dispute among yourselves as to the crime: But Allah was to bring forth what ye did hide.,remember ye slew a man and fell into a dispute among yourselves as to the crime but allah was to bring forth what ye did hide,"Good vs Evil (Accountability), Tawhid (Oneness of God)","Shame, Regret, Remorse, Distress, Awe, Courage, Hostility, Contempt, Wonder, Anguish, Grace",Negative
80,2,73,"So We said: ""Strike the (body) with a piece of the (heifer)."" Thus Allah bringeth the dead to life and showeth you His Signs: Perchance ye may understand.",so we said strike the body with a piece of the heifer thus allah bringeth the dead to life and showeth you his signs perchance ye may understand,"Tawhid (Oneness of God), Moral and Righteous Living, Creation and Signs",Empaty,Positive
81,2,74,Thenceforth were your hearts hardened: They became like a rock and even worse in hardness. For among rocks there are some from which rivers gush forth; others there are which when split asunder send forth water; and others which sink for fear of Allah. And Allah is not unmindful of what ye do.,thenceforth were your hearts hardened they became like a rock and even worse in hardness for among rocks there are some from which rivers gush forth others there are which when split asunder send forth water and others which sink for fear of allah and allah is not unmindful of what ye do,"Good vs Evil (Accountability), Worship and Obedience, Moral and Righteous Living, Prophets and Revelation, Tawhid (Oneness of God), Creation and Signs","Fear, Suffering, Distress, Despair, Hostility, Contempt, Remorse, Humiliation, Anguish, Anxiousness, Regret, Frustration, Disappointment, Hatred, Anger, Envy, Grief",Negative
82,2,75,"Can ye (o ye men of Faith) entertain the hope that they will believe in you?- Seeing that a party of them heard the Word of Allah, and perverted it knowingly after they understood it.",can ye o ye men of faith entertain the hope that they will believe in you seeing that a party of them heard the word of allah and perverted it knowingly after they understood it,Good vs Evil (Accountability),"Shame, Distress, Contempt, Regret, Frustration, Humiliation, Hostility, Awe",Negative
83,2,76,"Behold! when they meet the men of Faith, they say: ""We believe"": But when they meet each other in private, they say: ""Shall you tell them what Allah hath revealed to you, that they may engage you in argument about it before your Lord?""- Do ye not understand (their aim)?",behold when they meet the men of faith they say we believe but when they meet each other in private they say shall you tell them what allah hath revealed to you that they may engage you in argument about it before your lord do ye not understand their aim,"Prophets and Revelation, Tawhid (Oneness of God), Creation and Signs","Hostility, Trust, Frustration, Distress, Awe",Negative
84,2,77,Know they not that Allah knoweth what they conceal and what they reveal?,know they not that allah knoweth what they conceal and what they reveal,"Tawhid (Oneness of God), Prophets and Revelation, Moral and Righteous Living, Creation and Signs, Worship and Obedience, Good vs Evil (Accountability), Afterlife and Judgment, Justice and Social Fairness","Awe, Wonder, Trust, Contempt, Distress, Empaty, Ecstacy, Grace, Courage, Regret, Remorse, Hostility, Frustration, Fear, Shame, Joy",Negative
85,2,78,"And there are among them illiterates, who know not the Book, but (see therein their own) desires, and they do nothing but conjecture.",and there are among them illiterates who know not the book but see therein their own desires and they do nothing but conjecture,,"Desire, Shame, Contempt, Distress, Frustration, Envy, Suffering, Hostility",Negative
86,2,79,"Then woe to those who write the Book with their own hands, and then say:""This is from Allah,"" to traffic with it for miserable price!- Woe to them for what their hands do write, and for the gain they make thereby.",then woe to those who write the book with their own hands and then saythis is from allah to traffic with it for miserable price woe to them for what their hands do write and for the gain they make thereby,"Good vs Evil (Accountability), Prophets and Revelation","Anguish, Shame, Suffering, Humiliation, Contempt, Distress, Frustration, Remorse, Grief, Anxiousness, Regret, Despair, Envy, Hostility",Negative
87,2,80,"And they say: ""The Fire shall not touch us but for a few numbered days:"" Say: ""Have ye taken a promise from Allah, for He never breaks His promise? or is it that ye say of Allah what ye do not know?""",and they say the fire shall not touch us but for a few numbered days say have ye taken a promise from allah for he never breaks his promise or is it that ye say of allah what ye do not know,"Prophets and Revelation, Worship and Obedience, Good vs Evil (Accountability), Tawhid (Oneness of God), Moral and Righteous Living","Wonder, Trust, Contempt, Distress, Regret, Hostility, Awe, Anxiousness, Grace, Remorse",Negative
88,2,81,"Nay, those who seek gain in evil, and are girt round by their sins,- they are companions of the Fire: Therein shall they abide (For ever).",nay those who seek gain in evil and are girt round by their sins they are companions of the fire therein shall they abide for ever,"Good vs Evil (Accountability), Afterlife and Judgment, Moral and Righteous Living, Tawhid (Oneness of God)","Contempt, Shame, Envy, Anguish, Hostility, Distress, Regret, Hatred, Fear, Desire, Remorse, Suffering, Anger, Anxiousness",Negative
89,2,82,"But those who have faith and work righteousness, they are companions of the Garden: Therein shall they abide (For ever).",but those who have faith and work righteousness they are companions of the garden therein shall they abide for ever,"Moral and Righteous Living, Worship and Obedience, Justice and Social Fairness, Tawhid (Oneness of God), Good vs Evil (Accountability), Prophets and Revelation","Trust, Courage, Grace, Hope, Contentment, Affection, Empaty, Ecstacy, Happiness, Joy, Gratitude, Awe, Love, Wonder",Positive
